house,segment_id,row_in_segment,block,CE appliance,dish washer,electric furnace,electric space heater,fridge,microwave,washer dryer,waste disposal unit,main
5,redd_house5_0,2964,B1,7.5,1.0,6.0,0.0,173.0,5.0,0.0,0.0,319.700012207
5,redd_house5_0,2965,B1,7.5,1.0,6.0,0.0,170.0,5.0,0.0,0.0,319.760009766
5,redd_house5_0,2966,B1,7.5,1.0,6.0,0.0,170.0,5.0,0.0,0.0,319.760009766
5,redd_house5_0,2967,B1,7.5,1.0,6.0,0.0,170.0,5.0,0.0,0.0,319.760009766
5,redd_house5_0,2968,B1,7.5,1.0,6.0,0.0,169.0,5.0,0.0,0.0,319.459991455
5,redd_house5_0,2969,B1,7.5,1.0,6.0,0.0,169.0,5.0,0.0,0.0,318.959991455
5,redd_house5_0,2970,B1,7.5,1.0,6.0,0.0,171.0,5.0,0.0,0.0,319.760009766
5,redd_house5_0,2971,B1,7.5,1.0,6.0,0.0,170.0,5.0,0.0,0.0,319.08001709
5,redd_house5_0,2972,B1,7.5,1.0,6.0,0.0,169.0,4.0,0.0,0.0,318.630004883
5,redd_house5_0,2973,B1,7.5,1.0,6.0,0.0,172.0,4.0,0.0,0.0,320.08001709
5,redd_house5_0,2974,B1,7.5,1.0,6.0,0.0,172.0,5.0,0.0,0.0,320.359985352
5,redd_house5_0,2975,B1,7.5,1.0,6.0,0.0,172.0,5.0,0.0,0.0,319.66998291
5,redd_house5_0,2976,B1,7.5,1.0,6.0,0.0,172.0,5.0,0.0,0.0,319.380004883
5,redd_house5_0,2977,B1,7.5,1.0,6.0,0.0,172.0,5.0,0.0,0.0,319.25
5,redd_house5_0,2978,B1,7.5,1.0,6.0,0.0,169.0,5.0,0.0,0.0,319.149993896
5,redd_house5_0,2979,B1,7.5,1.0,6.0,0.0,171.0,5.0,0.0,0.0,319.489990234
5,redd_house5_0,2980,B1,7.5,1.0,6.0,0.0,169.0,5.0,0.0,0.0,319.609985352
5,redd_house5_0,2981,B1,7.5,1.0,6.0,0.0,171.0,5.0,0.0,0.0,319.839996338
5,redd_house5_0,2982,B1,7.5,1.0,6.0,0.0,172.0,5.0,0.0,0.0,319.880004883
5,redd_house5_0,2983,B1,7.5,1.0,6.0,0.0,171.0,5.0,0.0,0.0,319.459991455
5,redd_house5_0,2984,B1,7.5,1.0,6.0,0.0,171.0,5.0,0.0,0.0,319.459991455
5,redd_house5_0,2985,B1,7.5,1.0,6.0,0.0,172.0,5.0,0.0,0.0,320.220001221
5,redd_house5_0,2986,B1,7.5,1.0,6.0,0.0,171.0,5.0,0.0,0.0,320.100006104
5,redd_house5_0,2987,B1,7.5,1.0,6.0,0.0,171.0,5.0,0.0,0.0,320.429992676
5,redd_house5_0,2988,B1,7.5,1.0,6.0,0.0,169.0,5.0,0.0,0.0,320.799987793
5,redd_house5_0,2989,B1,7.5,1.0,6.0,0.0,172.0,5.0,0.0,0.0,321.339996338
5,redd_house5_0,2990,B1,7.5,1.0,6.0,0.0,169.0,5.0,0.0,0.0,321.410003662
5,redd_house5_0,2991,B1,7.5,1.0,6.0,0.0,170.0,5.0,0.0,0.0,321.390014648
5,redd_house5_0,2992,B1,7.5,1.0,6.0,0.0,170.0,5.0,0.0,0.0,321.019989014
5,redd_house5_0,2993,B1,7.5,1.0,6.0,0.0,171.0,5.0,0.0,0.0,321.390014648
5,redd_house5_0,2994,B1,7.5,1.0,6.0,0.0,169.0,5.0,0.0,0.0,320.139984131
5,redd_house5_0,2995,B1,7.5,1.0,6.0,0.0,171.0,5.0,0.0,0.0,320.269989014
5,redd_house5_0,2996,B1,7.5,1.0,6.0,0.0,169.0,5.0,0.0,0.0,320.849975586
5,redd_house5_0,2997,B1,7.5,1.0,6.0,0.0,169.0,4.0,0.0,0.0,320.059997559
5,redd_house5_0,2998,B1,7.5,1.0,6.0,0.0,170.0,5.0,0.0,0.0,322.33001709
5,redd_house5_0,2999,B1,7.5,1.0,6.0,0.0,171.0,5.0,0.0,0.0,321.299987793
5,redd_house5_0,3000,B1,7.5,1.0,6.0,0.0,172.0,5.0,0.0,0.0,321.119995117
5,redd_house5_0,3001,B1,7.5,1.0,6.0,0.0,172.0,5.0,0.0,0.0,321.119995117
5,redd_house5_0,3002,B1,7.5,1.0,6.0,0.0,172.0,5.0,0.0,0.0,321.119995117
5,redd_house5_0,3003,B1,7.5,1.0,6.0,0.0,172.0,5.0,0.0,0.0,321.739990234
5,redd_house5_0,3004,B1,7.5,1.0,6.0,0.0,171.0,5.0,0.0,0.0,320.910003662
5,redd_house5_0,3005,B1,7.5,1.0,6.0,0.0,170.0,5.0,0.0,0.0,319.929992676
5,redd_house5_0,3006,B1,7.5,1.0,6.0,0.0,170.0,5.0,0.0,0.0,320.809997559
5,redd_house5_0,3007,B1,7.5,1.0,6.0,0.0,169.0,5.0,0.0,0.0,320.429992676
5,redd_house5_0,3008,B1,7.5,1.0,6.0,0.0,169.0,5.0,0.0,0.0,321.619995117
5,redd_house5_0,3009,B1,7.5,1.0,6.0,0.0,170.0,5.0,0.0,0.0,321.390014648
5,redd_house5_0,3010,B1,7.5,1.0,6.0,0.0,170.0,4.0,0.0,0.0,320.809997559
5,redd_house5_0,3011,B1,7.5,1.0,6.0,0.0,172.0,5.0,0.0,0.0,320.539978027
5,redd_house5_0,3012,B1,7.5,1.0,6.0,0.0,172.0,5.0,0.0,0.0,321.010009766
5,redd_house5_0,3013,B1,7.5,1.0,6.0,0.0,170.0,5.0,0.0,0.0,321.109985352
5,redd_house5_0,3014,B1,7.5,1.0,6.0,0.0,172.0,5.0,0.0,0.0,320.239990234
5,redd_house5_0,3015,B1,7.5,1.0,6.0,0.0,172.0,5.0,0.0,0.0,320.820007324
5,redd_house5_0,3016,B1,7.5,1.0,6.0,0.0,173.0,5.0,0.0,0.0,320.380004883
5,redd_house5_0,3017,B1,7.5,1.0,6.0,0.0,168.0,5.0,0.0,0.0,320.599975586
5,redd_house5_0,3018,B1,7.5,1.0,6.0,0.0,168.0,5.0,0.0,0.0,320.599975586
5,redd_house5_0,3019,B1,7.5,1.0,6.0,0.0,168.0,5.0,0.0,0.0,320.599975586
5,redd_house5_0,3020,B1,7.5,1.0,6.0,0.0,169.0,5.0,0.0,0.0,319.809997559
5,redd_house5_0,3021,B1,7.5,1.0,6.0,0.0,171.0,5.0,0.0,0.0,320.200012207
5,redd_house5_0,3022,B1,7.5,1.0,6.0,0.0,170.0,5.0,0.0,0.0,321.040008545
5,redd_house5_0,3023,B1,7.5,1.0,6.0,0.0,170.0,5.0,0.0,0.0,319.790008545
5,redd_house5_0,3024,B1,7.5,1.0,6.0,0.0,169.0,5.0,0.0,0.0,319.609985352
5,redd_house5_0,3025,B1,7.5,1.0,6.0,0.0,169.0,5.0,0.0,0.0,319.479980469
5,redd_house5_0,3026,B1,7.5,1.0,6.0,0.0,170.0,5.0,0.0,0.0,319.070007324
5,redd_house5_0,3027,B1,7.5,1.0,6.0,0.0,172.0,4.0,0.0,0.0,319.230010986
5,redd_house5_0,3028,B1,7.5,1.0,6.0,0.0,171.0,4.0,0.0,0.0,318.890014648
5,redd_house5_0,3029,B1,7.5,1.0,6.0,0.0,171.0,4.0,0.0,0.0,318.529998779
5,redd_house5_0,3030,B1,7.5,1.0,6.0,0.0,172.0,5.0,0.0,0.0,318.510009766
5,redd_house5_0,3031,B1,7.5,1.0,6.0,0.0,170.0,4.0,0.0,0.0,318.619995117
5,redd_house5_0,3032,B1,7.5,1.0,6.0,0.0,171.0,4.0,0.0,0.0,318.510009766
5,redd_house5_0,3033,B1,7.5,1.0,6.0,0.0,168.0,4.0,0.0,0.0,318.359985352
5,redd_house5_0,3034,B1,7.5,1.0,6.0,0.0,168.0,4.0,0.0,0.0,316.640014648
5,redd_house5_0,3035,B1,7.5,1.0,6.0,0.0,168.0,5.0,0.0,0.0,317.869995117
5,redd_house5_0,3036,B1,7.5,1.0,6.0,0.0,168.0,5.0,0.0,0.0,317.869995117
5,redd_house5_0,3037,B1,7.5,1.0,6.0,0.0,168.0,4.0,0.0,0.0,318.260009766
5,redd_house5_0,3038,B1,7.5,1.0,6.0,0.0,169.0,4.0,0.0,0.0,317.739990234
5,redd_house5_0,3039,B1,7.5,1.0,6.0,0.0,169.0,4.0,0.0,0.0,317.690002441
5,redd_house5_0,3040,B1,7.5,1.0,6.0,0.0,169.0,4.0,0.0,0.0,316.899993896
5,redd_house5_0,3041,B1,7.5,1.0,6.0,0.0,167.0,4.0,0.0,0.0,317.339996338
5,redd_house5_0,3042,B1,7.5,1.0,6.0,0.0,168.0,4.0,0.0,0.0,316.850006104
5,redd_house5_0,3043,B1,7.5,1.0,6.0,0.0,168.0,4.0,0.0,0.0,317.149993896
5,redd_house5_0,3044,B1,7.5,1.0,6.0,0.0,170.0,4.0,0.0,0.0,317.949981689
5,redd_house5_0,3045,B1,7.5,1.0,6.0,0.0,171.0,4.0,0.0,0.0,319.010009766
5,redd_house5_0,3046,B1,7.5,1.0,6.0,0.0,170.0,4.0,0.0,0.0,318.929992676
5,redd_house5_0,3047,B1,7.5,1.0,6.0,0.0,168.0,5.0,0.0,0.0,318.839996338
5,redd_house5_0,3048,B1,7.5,1.0,6.0,0.0,171.0,5.0,0.0,0.0,317.869995117
5,redd_house5_0,3049,B1,7.5,1.0,6.0,0.0,169.0,6.0,0.0,0.0,318.549987793
5,redd_house5_0,3050,B1,7.5,1.0,6.0,0.0,171.0,4.0,0.0,0.0,317.950012207
5,redd_house5_0,3051,B1,7.5,1.0,6.0,0.0,169.0,4.0,0.0,0.0,317.510009766
5,redd_house5_0,3052,B1,7.5,1.0,6.0,0.0,167.0,5.0,0.0,0.0,317.869995117
5,redd_house5_0,3053,B1,7.5,1.0,6.0,0.0,167.0,5.0,0.0,0.0,317.869995117
5,redd_house5_0,3054,B1,7.5,1.0,6.0,0.0,167.0,5.0,0.0,0.0,317.869995117
5,redd_house5_0,3055,B1,7.5,1.0,6.0,0.0,168.0,5.0,0.0,0.0,318.679992676
5,redd_house5_0,3056,B1,7.5,1.0,6.0,0.0,168.0,4.0,0.0,0.0,317.889984131
5,redd_house5_0,3057,B1,7.5,1.0,6.0,0.0,168.0,4.0,0.0,0.0,316.220001221
5,redd_house5_0,3058,B1,7.5,1.0,6.0,0.0,170.0,5.0,0.0,0.0,316.929992676
5,redd_house5_0,3059,B1,7.5,1.0,6.0,0.0,168.0,4.0,0.0,0.0,316.899993896
5,redd_house5_0,3060,B1,7.5,1.0,6.0,0.0,170.0,4.0,0.0,0.0,316.979980469
5,redd_house5_0,3061,B1,7.5,1.0,6.0,0.0,170.0,4.0,0.0,0.0,315.679992676
5,redd_house5_0,3062,B1,7.5,1.0,6.0,0.0,168.0,4.0,0.0,0.0,316.640014648
5,redd_house5_0,3063,B1,7.5,1.0,6.0,0.0,170.0,4.0,0.0,0.0,315.970001221
5,redd_house5_0,3064,B1,7.5,1.0,6.0,0.0,167.0,4.0,0.0,0.0,315.890014648
5,redd_house5_0,3065,B1,7.5,1.0,6.0,0.0,168.0,4.0,0.0,0.0,316.470001221
5,redd_house5_0,3066,B1,7.5,1.0,6.0,0.0,167.0,4.0,0.0,0.0,315.660003662
5,redd_house5_0,3067,B1,7.5,1.0,6.0,0.0,170.0,4.0,0.0,0.0,315.700012207
5,redd_house5_0,3068,B1,7.5,1.0,6.0,0.0,170.0,4.0,0.0,0.0,316.179992676
5,redd_house5_0,3069,B1,7.5,1.0,6.0,0.0,168.0,4.0,0.0,0.0,315.519989014
5,redd_house5_0,3070,B1,7.5,1.0,6.0,0.0,167.0,4.0,0.0,0.0,315.600006104
5,redd_house5_0,3071,B1,7.5,1.0,6.0,0.0,167.0,4.0,0.0,0.0,315.600006104
5,redd_house5_0,3072,B1,7.5,1.0,6.0,0.0,167.0,4.0,0.0,0.0,315.600006104
5,redd_house5_0,3073,B1,7.5,1.0,6.0,0.0,168.0,4.0,0.0,0.0,315.559997559
5,redd_house5_0,3074,B1,7.5,1.0,6.0,0.0,166.0,4.0,0.0,0.0,316.839996338
5,redd_house5_0,3075,B1,7.5,1.0,6.0,0.0,167.0,4.0,0.0,0.0,316.660003662
5,redd_house5_0,3076,B1,7.5,1.0,6.0,0.0,167.0,4.0,0.0,0.0,315.950012207
5,redd_house5_0,3077,B1,7.5,1.0,6.0,0.0,166.0,4.0,0.0,0.0,315.290008545
5,redd_house5_0,3078,B1,7.5,1.0,6.0,0.0,168.0,4.0,0.0,0.0,315.359985352
5,redd_house5_0,3079,B1,7.5,1.0,6.0,0.0,170.0,4.0,0.0,0.0,316.309997559
5,redd_house5_0,3080,B1,7.5,1.0,6.0,0.0,168.0,4.0,0.0,0.0,315.289978027
5,redd_house5_0,3081,B1,7.5,1.0,6.0,0.0,169.0,4.0,0.0,0.0,314.440002441
5,redd_house5_0,3082,B1,7.5,1.0,6.0,0.0,169.0,4.0,0.0,0.0,314.959991455
5,redd_house5_0,3083,B1,7.5,1.0,6.0,0.0,166.0,4.0,0.0,0.0,315.25
5,redd_house5_0,3084,B1,7.5,1.0,6.0,0.0,168.0,4.0,0.0,0.0,315.459991455
5,redd_house5_0,3085,B1,7.5,1.0,6.0,0.0,168.0,5.0,0.0,0.0,315.260009766
5,redd_house5_0,3086,B1,7.5,1.0,6.0,0.0,169.0,4.0,0.0,0.0,315.460021973
5,redd_house5_0,3087,B1,7.5,1.0,6.0,0.0,169.0,4.0,0.0,0.0,314.459991455
5,redd_house5_0,3088,B1,7.5,1.0,6.0,0.0,169.0,4.0,0.0,0.0,315.029998779
5,redd_house5_0,3089,B1,7.5,1.0,6.0,0.0,169.0,4.0,0.0,0.0,315.029998779
5,redd_house5_0,3090,B1,7.5,1.0,6.0,0.0,169.0,4.0,0.0,0.0,315.029998779
5,redd_house5_0,3091,B1,7.5,1.0,6.0,0.0,168.0,4.0,0.0,0.0,315.059997559
5,redd_house5_0,3092,B1,7.5,1.0,6.0,0.0,169.0,5.0,0.0,0.0,314.989990234
5,redd_house5_0,3093,B1,7.5,1.0,6.0,0.0,166.0,4.0,0.0,0.0,314.170013428
5,redd_house5_0,3094,B1,7.5,1.0,6.0,0.0,166.0,5.0,0.0,0.0,315.140014648
5,redd_house5_0,3095,B1,7.5,1.0,6.0,0.0,166.0,5.0,0.0,0.0,315.640014648
5,redd_house5_0,3096,B1,7.5,1.0,6.0,0.0,167.0,4.0,0.0,0.0,314.75
5,redd_house5_0,3097,B1,7.5,1.0,6.0,0.0,168.0,5.0,0.0,0.0,314.850006104
5,redd_house5_0,3098,B1,7.5,1.0,6.0,0.0,168.0,4.0,0.0,0.0,314.179992676
5,redd_house5_0,3099,B1,7.5,1.0,6.0,0.0,167.0,4.0,0.0,0.0,314.149993896
5,redd_house5_0,3100,B1,7.5,1.0,6.0,0.0,167.0,4.0,0.0,0.0,314.770019531
5,redd_house5_0,3101,B1,7.5,1.0,6.0,0.0,168.0,4.0,0.0,0.0,313.369995117
5,redd_house5_0,3102,B1,7.5,1.0,6.0,0.0,167.0,4.0,0.0,0.0,314.510009766
5,redd_house5_0,3103,B1,7.5,1.0,6.0,0.0,165.0,4.0,0.0,0.0,314.720001221
5,redd_house5_0,3104,B1,7.5,1.0,6.0,0.0,166.0,4.0,0.0,0.0,314.529998779
5,redd_house5_0,3105,B1,5.0,1.0,6.0,0.0,168.0,4.0,0.0,0.0,314.75
5,redd_house5_0,3106,B1,7.5,1.0,6.0,0.0,165.0,4.0,0.0,0.0,313.809997559
5,redd_house5_0,3107,B1,7.5,1.0,6.0,0.0,165.0,4.0,0.0,0.0,313.809997559
5,redd_house5_0,3108,B1,7.5,1.0,6.0,0.0,167.0,5.0,0.0,0.0,314.809997559
5,redd_house5_0,3109,B1,7.5,1.0,6.0,0.0,167.0,4.0,0.0,0.0,314.769989014
5,redd_house5_0,3110,B1,7.5,1.0,6.0,0.0,166.0,4.0,0.0,0.0,313.400024414
5,redd_house5_0,3111,B1,7.5,1.0,6.0,0.0,165.0,4.0,0.0,0.0,313.770019531
5,redd_house5_0,3112,B1,7.5,1.0,6.0,0.0,165.0,4.0,0.0,0.0,314.279998779
5,redd_house5_0,3113,B1,7.5,1.0,6.0,0.0,169.0,5.0,0.0,0.0,314.130004883
5,redd_house5_0,3114,B1,7.5,1.0,6.0,0.0,168.0,4.0,0.0,0.0,314.209991455
5,redd_house5_0,3115,B1,7.5,1.0,6.0,0.0,167.0,4.0,0.0,0.0,313.420013428
5,redd_house5_0,3116,B1,7.5,1.0,6.0,0.0,164.0,4.0,0.0,0.0,312.940002441
5,redd_house5_0,3117,B1,7.5,1.0,6.0,0.0,165.0,4.0,0.0,0.0,312.869995117
5,redd_house5_0,3118,B1,7.5,1.0,6.0,0.0,165.0,4.0,0.0,0.0,313.850006104
5,redd_house5_0,3119,B1,7.5,1.0,6.0,0.0,165.0,4.0,0.0,0.0,313.989990234
5,redd_house5_0,3120,B1,7.5,1.0,6.0,0.0,167.0,4.0,0.0,0.0,314.690002441
5,redd_house5_0,3121,B1,7.5,1.0,6.0,0.0,166.0,4.0,0.0,0.0,313.5
5,redd_house5_0,3122,B1,7.5,1.0,6.0,0.0,165.0,4.0,0.0,0.0,313.470001221
5,redd_house5_0,3123,B1,7.5,1.0,6.0,0.0,165.0,4.0,0.0,0.0,313.470001221
5,redd_house5_0,3124,B1,7.5,1.0,6.0,0.0,165.0,4.0,0.0,0.0,313.470001221
5,redd_house5_0,3125,B1,7.5,1.0,6.0,0.0,165.0,4.0,0.0,0.0,312.440002441
5,redd_house5_0,3126,B1,7.5,1.0,6.0,0.0,165.0,4.0,0.0,0.0,313.869995117
5,redd_house5_0,3127,B1,7.5,1.0,6.0,0.0,165.0,4.0,0.0,0.0,313.799987793
5,redd_house5_0,3128,B1,7.5,1.0,6.0,0.0,167.0,4.0,0.0,0.0,313.279998779
5,redd_house5_0,3129,B1,7.5,1.0,6.0,0.0,167.0,4.0,0.0,0.0,313.289978027
5,redd_house5_0,3130,B1,7.5,1.0,6.0,0.0,166.0,4.0,0.0,0.0,313.099975586
5,redd_house5_0,3131,B1,7.5,1.0,6.0,0.0,165.0,4.0,0.0,0.0,312.610015869
5,redd_house5_0,3132,B1,7.5,1.0,6.0,0.0,164.0,4.0,0.0,0.0,312.850006104
5,redd_house5_0,3133,B1,7.5,1.0,6.0,0.0,163.0,5.0,0.0,0.0,313.549987793
5,redd_house5_0,3134,B1,7.5,1.0,6.0,0.0,166.0,5.0,0.0,0.0,313.41998291
5,redd_house5_0,3135,B1,7.5,1.0,6.0,0.0,166.0,4.0,0.0,0.0,313.109985352
5,redd_house5_0,3136,B1,7.5,1.0,6.0,0.0,165.0,4.0,0.0,0.0,312.760009766
5,redd_house5_0,3137,B1,7.5,1.0,6.0,0.0,164.0,4.0,0.0,0.0,312.320007324
5,redd_house5_0,3138,B1,7.5,1.0,6.0,0.0,165.0,4.0,0.0,0.0,311.820007324
5,redd_house5_0,3139,B1,7.5,1.0,6.0,0.0,164.0,4.0,0.0,0.0,312.489990234
5,redd_house5_0,3140,B1,7.5,1.0,6.0,0.0,163.0,4.0,0.0,0.0,312.16998291
5,redd_house5_0,3141,B1,7.5,1.0,6.0,0.0,163.0,4.0,0.0,0.0,312.16998291
5,redd_house5_0,3142,B1,7.5,1.0,6.0,0.0,163.0,4.0,0.0,0.0,312.16998291
5,redd_house5_0,3143,B1,7.5,1.0,6.0,0.0,162.0,4.0,0.0,0.0,312.119995117
5,redd_house5_0,3144,B1,7.5,1.0,6.0,0.0,163.0,4.0,0.0,0.0,312.149993896
5,redd_house5_0,3145,B1,7.5,1.0,6.0,0.0,165.0,4.0,0.0,0.0,312.709991455
5,redd_house5_0,3146,B1,7.5,1.0,6.0,0.0,166.0,5.0,0.0,0.0,312.479980469
5,redd_house5_0,3147,B1,7.5,1.0,6.0,0.0,166.0,4.0,0.0,0.0,312.179992676
5,redd_house5_0,3148,B1,7.5,1.0,6.0,0.0,166.0,4.0,0.0,0.0,312.130004883
5,redd_house5_0,3149,B1,7.5,1.0,6.0,0.0,165.0,4.0,0.0,0.0,312.059997559
5,redd_house5_0,3150,B1,7.5,1.0,6.0,0.0,164.0,4.0,0.0,0.0,311.130004883
5,redd_house5_0,3151,B1,7.5,1.0,6.0,0.0,163.0,4.0,0.0,0.0,311.970001221
5,redd_house5_0,3152,B1,7.5,1.0,6.0,0.0,164.0,4.0,0.0,0.0,311.850006104
5,redd_house5_0,3153,B1,7.5,1.0,6.0,0.0,165.0,4.0,0.0,0.0,311.619995117
5,redd_house5_0,3154,B1,7.5,1.0,6.0,0.0,165.0,4.0,0.0,0.0,311.979980469
5,redd_house5_0,3155,B1,7.5,1.0,6.0,0.0,165.0,3.0,0.0,0.0,310.970001221
5,redd_house5_0,3156,B1,7.5,1.0,6.0,0.0,163.0,4.0,0.0,0.0,311.290008545
5,redd_house5_0,3157,B1,7.5,1.0,6.0,0.0,164.0,4.0,0.0,0.0,310.179992676
5,redd_house5_0,3158,B1,7.5,1.0,6.0,0.0,165.0,4.0,0.0,0.0,310.970001221
5,redd_house5_0,3159,B1,7.5,1.0,6.0,0.0,165.0,4.0,0.0,0.0,310.970001221
5,redd_house5_0,3160,B1,7.5,1.0,6.0,0.0,163.0,4.0,0.0,0.0,311.570007324
5,redd_house5_0,3161,B1,7.5,1.0,6.0,0.0,163.0,4.0,0.0,0.0,311.160003662
5,redd_house5_0,3162,B1,7.5,1.0,6.0,0.0,165.0,4.0,0.0,0.0,311.040008545
5,redd_house5_0,3163,B1,7.5,1.0,6.0,0.0,164.0,4.0,0.0,0.0,310.470001221
5,redd_house5_0,3164,B1,7.5,1.0,6.0,0.0,164.0,4.0,0.0,0.0,310.480010986
5,redd_house5_0,3165,B1,7.5,1.0,6.0,0.0,162.0,3.0,0.0,0.0,310.690002441
5,redd_house5_0,3166,B1,7.5,1.0,6.0,0.0,163.0,4.0,0.0,0.0,309.989990234
5,redd_house5_0,3167,B1,7.5,1.0,6.0,0.0,163.0,4.0,0.0,0.0,310.769989014
5,redd_house5_0,3168,B1,7.5,1.0,6.0,0.0,164.0,4.0,0.0,0.0,310.200012207
5,redd_house5_0,3169,B1,7.5,1.0,6.0,0.0,165.0,4.0,0.0,0.0,311.130004883
5,redd_house5_0,3170,B1,7.5,1.0,6.0,0.0,162.0,4.0,0.0,0.0,310.880004883
5,redd_house5_0,3171,B1,7.5,1.0,6.0,0.0,163.0,4.0,0.0,0.0,310.609985352
5,redd_house5_0,3172,B1,7.5,1.0,6.0,0.0,162.0,4.0,0.0,0.0,310.83001709
5,redd_house5_0,3173,B1,7.5,1.0,6.0,0.0,162.0,4.0,0.0,0.0,310.089996338
5,redd_house5_0,3174,B1,7.5,1.0,6.0,0.0,164.0,3.0,0.0,0.0,310.200012207
5,redd_house5_0,3175,B1,7.5,1.0,6.0,0.0,162.0,3.0,0.0,0.0,311.269989014
5,redd_house5_0,3176,B1,7.5,1.0,6.0,0.0,162.0,3.0,0.0,0.0,311.269989014
5,redd_house5_0,3177,B1,7.5,1.0,6.0,0.0,162.0,3.0,0.0,0.0,311.269989014
5,redd_house5_0,3178,B1,7.5,1.0,6.0,0.0,165.0,3.0,0.0,0.0,310.820007324
5,redd_house5_0,3179,B1,7.5,1.0,6.0,0.0,164.0,3.0,0.0,0.0,310.160003662
5,redd_house5_0,3180,B1,7.5,1.0,6.0,0.0,165.0,4.0,0.0,0.0,310.890014648
5,redd_house5_0,3181,B1,7.5,1.0,6.0,0.0,163.0,4.0,0.0,0.0,309.949981689
5,redd_house5_0,3182,B1,7.5,1.0,6.0,0.0,162.0,4.0,0.0,0.0,310.200012207
5,redd_house5_0,3183,B1,7.5,1.0,6.0,0.0,161.0,4.0,0.0,0.0,309.83001709
5,redd_house5_0,3184,B1,7.5,1.0,6.0,0.0,164.0,4.0,0.0,0.0,308.410003662
5,redd_house5_0,3185,B1,7.5,1.0,6.0,0.0,163.0,4.0,0.0,0.0,309.679992676
5,redd_house5_0,3186,B1,7.5,1.0,6.0,0.0,162.0,4.0,0.0,0.0,309.640014648
5,redd_house5_0,3187,B1,7.5,1.0,6.0,0.0,163.0,3.0,0.0,0.0,309.709991455
5,redd_house5_0,3188,B1,7.5,1.0,6.0,0.0,165.0,3.0,0.0,0.0,309.779998779
5,redd_house5_0,3189,B1,7.5,1.0,6.0,0.0,163.0,3.0,0.0,0.0,310.089996338
5,redd_house5_0,3190,B1,7.5,1.0,6.0,0.0,164.0,4.0,0.0,0.0,309.880004883
5,redd_house5_0,3191,B1,7.5,1.0,6.0,0.0,161.0,4.0,0.0,0.0,309.910003662
5,redd_house5_0,3192,B1,7.5,1.0,6.0,0.0,162.0,4.0,0.0,0.0,311.029998779
5,redd_house5_0,3193,B1,7.5,1.0,6.0,0.0,161.0,4.0,0.0,0.0,310.359985352
5,redd_house5_0,3194,B1,7.5,1.0,6.0,0.0,161.0,4.0,0.0,0.0,310.359985352
5,redd_house5_0,3195,B1,7.5,1.0,6.0,0.0,160.0,3.0,0.0,0.0,309.070007324
5,redd_house5_0,3196,B1,7.5,1.0,6.0,0.0,161.0,4.0,0.0,0.0,308.600006104
5,redd_house5_0,3197,B1,7.5,1.0,6.0,0.0,162.0,4.0,0.0,0.0,309.760009766
5,redd_house5_0,3198,B1,7.5,1.0,6.0,0.0,163.0,4.0,0.0,0.0,310.08001709
5,redd_house5_0,3199,B1,7.5,1.0,6.0,0.0,161.0,4.0,0.0,0.0,308.450012207
5,redd_house5_0,3200,B1,7.5,1.0,6.0,0.0,161.0,4.0,0.0,0.0,309.720001221
5,redd_house5_0,3201,B1,7.5,1.0,6.0,0.0,161.0,4.0,0.0,0.0,309.200012207
5,redd_house5_0,3202,B1,7.5,1.0,7.0,0.0,163.0,4.0,0.0,0.0,309.089996338
5,redd_house5_0,3203,B1,7.5,1.0,6.0,0.0,161.0,4.0,0.0,0.0,309.070007324
5,redd_house5_0,3204,B1,7.5,1.0,6.0,0.0,163.0,4.0,0.0,0.0,309.029998779
5,redd_house5_0,3205,B1,7.5,1.0,6.0,0.0,162.0,4.0,0.0,0.0,309.25
5,redd_house5_0,3206,B1,7.5,1.0,6.0,0.0,163.0,4.0,0.0,0.0,308.399993896
5,redd_house5_0,3207,B1,7.5,1.0,6.0,0.0,163.0,4.0,0.0,0.0,308.540008545
5,redd_house5_0,3208,B1,7.5,1.0,6.0,0.0,160.0,4.0,0.0,0.0,308.970001221
5,redd_house5_0,3209,B1,7.5,1.0,6.0,0.0,161.0,4.0,0.0,0.0,308.179992676
5,redd_house5_0,3210,B1,7.5,1.0,6.0,0.0,162.0,4.0,0.0,0.0,309.070007324
5,redd_house5_0,3211,B1,7.5,1.0,6.0,0.0,162.0,4.0,0.0,0.0,309.070007324
5,redd_house5_0,3212,B1,7.5,1.0,6.0,0.0,162.0,4.0,0.0,0.0,309.070007324
5,redd_house5_0,3213,B1,7.5,1.0,6.0,0.0,160.0,4.0,0.0,0.0,308.299987793
5,redd_house5_0,3214,B1,7.5,1.0,6.0,0.0,161.0,4.0,0.0,0.0,308.119995117
5,redd_house5_0,3215,B1,7.5,1.0,6.0,0.0,163.0,4.0,0.0,0.0,308.369995117
5,redd_house5_0,3216,B1,7.5,1.0,6.0,0.0,161.0,4.0,0.0,0.0,308.899993896
5,redd_house5_0,3217,B1,7.5,1.0,6.0,0.0,160.0,4.0,0.0,0.0,309.279998779
5,redd_house5_0,3218,B1,7.5,1.0,6.0,0.0,161.0,4.0,0.0,0.0,309.029998779
5,redd_house5_0,3219,B1,7.5,1.0,6.0,0.0,161.0,4.0,0.0,0.0,308.970001221
5,redd_house5_0,3220,B1,7.5,1.0,6.0,0.0,161.0,4.0,0.0,0.0,308.799987793
5,redd_house5_0,3221,B1,7.5,1.0,6.0,0.0,162.0,3.0,0.0,0.0,307.910003662
